"","NAME","SIGNIFICANT","SERIOUS","SYSTEM_TYPE","FATAL","INJURE","TOTAL_COST_CURRENT","MAP_CAUSE","year","CoF"
"1990","EL PASO NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"69660.4505590496","ALL OTHER CAUSES",2009,69660
"1991","EL PASO NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"77861.679594689","MATERIAL/WELD/EQUIP FAILURE",2009,77862
"1992","CHESAPEAKE MIDSTREAM PARTNERS, L.P.","NO","NO","GT (Gas Transmission)",0,0,"29814.2907058001","OTHER OUTSIDE FORCE DAMAGE",2009,29814
"1993","SOUTHERN STAR CENTRAL GAS PIPELINE, INC","NO","NO","GT (Gas Transmission)",0,0,"52498.613312369","MATERIAL/WELD/EQUIP FAILURE",2009,52499
"1994","COLUMBIA GAS TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"289635.0453529","NATURAL FORCE DAMAGE",2009,289635
"1995","LAVACA PIPELINE CO","NO","NO","GG (Gas Gathering)",0,0,"9475.42365478686","CORROSION",2009,9475
"1996","MIDCONTINENT EXPRESS PIPELINE LLC","YES","NO","GT (Gas Transmission)",0,0,"162291.649196366","MATERIAL/WELD/EQUIP FAILURE",2009,162292
"1997","SOUTHERN CALIFORNIA GAS CO","NO","NO","GT (Gas Transmission)",0,0,"74599.7204751922","EXCAVATION DAMAGE",2009,74600
"1998","COLUMBIA GAS TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"67645.1388888889","MATERIAL/WELD/EQUIP FAILURE",2009,67645
"1999","WILLIAMS GAS PIPELINE - TRANSCO","YES","NO","GG (Gas Gathering)",0,0,"88182.7027253669","CORROSION",2009,88183
"2000","PEOPLES GAS SYSTEM INC","YES","NO","GT (Gas Transmission)",0,0,"238815.82905311","EXCAVATION DAMAGE",2009,238816
"2001","VINTAGE PRODUCTION CALIFORNIA LLC","NO","NO","GG (Gas Gathering)",0,0,"22078.1481481481","CORROSION",2009,22078
"2002","CENTERPOINT ENERGY GAS TRANSMISSION","NO","NO","GT (Gas Transmission)",0,0,"2579.94173654787","NATURAL FORCE DAMAGE",2009,2580
"2003","ATMOS PIPELINE - TEXAS","YES","NO","GT (Gas Transmission)",0,0,"601897.881551362","ALL OTHER CAUSES",2009,601898
"2004","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"2205631.27183787","OTHER OUTSIDE FORCE DAMAGE",2009,2205631
"2005","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"173838.399720475","CORROSION",2009,173838
"2006","TEXAS GAS TRANSMISSION LLC","YES","NO","GT (Gas Transmission)",0,0,"216280.254192872","CORROSION",2009,216280
"2007","WILLIAMS GAS PIPELINE - TRANSCO","YES","NO","GG (Gas Gathering)",0,0,"241028.910027952","MATERIAL/WELD/EQUIP FAILURE",2009,241029
"2008","PANTHER PIPELINE, LTD.","NO","NO","GG (Gas Gathering)",0,0,"78238.4696016771","CORROSION",2009,78238
"2009","TARGA MIDSTREAM SERVICES, L.P.","NO","NO","GG (Gas Gathering)",0,0,"326.698969252271","CORROSION",2009,327
"2010","ENTERPRISE PRODUCTS OPERATING LLC","YES","NO","GT (Gas Transmission)",0,0,"117592.592592593","MATERIAL/WELD/EQUIP FAILURE",2009,117593
"2011","ENTERPRISE PRODUCTS OPERATING LLC","NO","NO","GG (Gas Gathering)",0,0,"4151.60648148148","INCORRECT OPERATION",2009,4152
"2012","ENTERPRISE PRODUCTS OPERATING LLC","YES","NO","GG (Gas Gathering)",0,0,"437851.923043326","CORROSION",2009,437852
"2013","KINDER MORGAN TEXAS PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"76275.1546296296","MATERIAL/WELD/EQUIP FAILURE",2009,76275
"2014","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"450682.215234102","CORROSION",2009,450682
"2015","NORTHWEST PIPELINE CORP (WGP)","YES","NO","GT (Gas Transmission)",0,0,"120452.921086653","MATERIAL/WELD/EQUIP FAILURE",2009,120453
"2016","EL PASO NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"549142.300401817","OTHER OUTSIDE FORCE DAMAGE",2009,549142
"2017","STECKMAN RIDGE, LP","YES","NO","GT (Gas Transmission)",0,0,"122158.508036338","MATERIAL/WELD/EQUIP FAILURE",2009,122159
"2018","ENTERPRISE PRODUCTS OPERATING LLC","YES","NO","GG (Gas Gathering)",0,0,"183490.129280224","CORROSION",2009,183490
"2019","NATIONAL FUEL GAS SUPPLY CORP","NO","NO","GT (Gas Transmission)",0,0,"79946.8728162124","CORROSION",2009,79947
"2020","NORTHERN NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"9867.33176100629","EXCAVATION DAMAGE",2009,9867
"2021","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"285524.545772187","CORROSION",2009,285525
"2022","TEXAS GAS TRANSMISSION LLC","NO","NO","GT (Gas Transmission)",0,0,"6544.02777777778","MATERIAL/WELD/EQUIP FAILURE",2009,6544
"2023","GULF SOUTH PIPELINE COMPANY, LP","YES","NO","GT (Gas Transmission)",0,0,"119655.508071279","OTHER OUTSIDE FORCE DAMAGE",2009,119656
"2024","AIR PRODUCTS & CHEMICALS INC","YES","NO","GT (Gas Transmission)",0,0,"783560.621942697","OTHER OUTSIDE FORCE DAMAGE",2009,783561
"2025","DCP MIDSTREAM","YES","NO","GT (Gas Transmission)",0,0,"1585513.62683438","ALL OTHER CAUSES",2009,1585514
"2026","TEXAS GAS TRANSMISSION LLC","NO","NO","GT (Gas Transmission)",0,0,"29398.1481481481","MATERIAL/WELD/EQUIP FAILURE",2009,29398
"2027","MICHIGAN CONSOLIDATED GAS CO (MICHCON)","NO","NO","GT (Gas Transmission)",0,0,"48163.3036338225","MATERIAL/WELD/EQUIP FAILURE",2009,48163
"2028","PACIFIC GAS & ELECTRIC CO","NO","NO","GT (Gas Transmission)",0,0,"102311.844863732","EXCAVATION DAMAGE",2009,102312
"2029","NATURAL GAS PIPELINE CO OF AMERICA (KMI)","YES","YES","GT (Gas Transmission)",0,2,"798995.324947589","OTHER OUTSIDE FORCE DAMAGE",2009,7465662
"2030","ROCKIES EXPRESS PIPELINE LLC (KM)","YES","NO","GT (Gas Transmission)",0,0,"88429.6029874214","MATERIAL/WELD/EQUIP FAILURE",2009,88430
"2031","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"1041345.30048917","OTHER OUTSIDE FORCE DAMAGE",2009,1041345
"2032","ROCKIES EXPRESS PIPELINE LLC (KM)","YES","NO","GT (Gas Transmission)",0,0,"276721.254489867","MATERIAL/WELD/EQUIP FAILURE",2009,276721
"2033","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"215828.092243187","CORROSION",2009,215828
"2034","PACIFIC GAS & ELECTRIC CO","NO","NO","GT (Gas Transmission)",0,0,"60183.4381551363","EXCAVATION DAMAGE",2009,60183
"2035","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"252160.541579315","NATURAL FORCE DAMAGE",2009,252161
"2036","EL PASO NATURAL GAS CO","YES","YES","GT (Gas Transmission)",0,3,"256443.574074074","ALL OTHER CAUSES",2009,10256444
"2037","TRUNKLINE GAS CO","YES","NO","GT (Gas Transmission)",0,0,"442480.151642208","CORROSION",2009,442480
"2038","CHEVRON U.S.A. INC","YES","NO","GG (Gas Gathering)",0,0,"1203668.76310272","NATURAL FORCE DAMAGE",2009,1203669
"2039","TEXAS GAS TRANSMISSION LLC","NO","NO","GT (Gas Transmission)",0,0,"60183.4381551363","CORROSION",2009,60183
"2040","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"227864.779874214","MATERIAL/WELD/EQUIP FAILURE",2009,227865
"2041","PACIFIC GAS & ELECTRIC CO","YES","NO","GT (Gas Transmission)",0,0,"180550.314465409","CORROSION",2009,180550
"2042","COLUMBIA GAS TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"6740545.07337526","ALL OTHER CAUSES",2009,6740545
"2043","COLUMBIA GAS TRANSMISSION CORP","NO","NO","GT (Gas Transmission)",0,0,"6116.53363032844","MATERIAL/WELD/EQUIP FAILURE",2009,6117
"2044","ONEOK WESTEX TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"166799.9471174","EXCAVATION DAMAGE",2009,166800
"2045","COLUMBIA GULF TRANSMISSION CO","YES","NO","GT (Gas Transmission)",0,0,"70517.8808525507","MATERIAL/WELD/EQUIP FAILURE",2009,70518
"2046","ATMOS PIPELINE - TEXAS","YES","NO","GT (Gas Transmission)",0,0,"85233.6745457722","OTHER OUTSIDE FORCE DAMAGE",2009,85234
"2047","CENTERPOINT ENERGY GAS TRANSMISSION","NO","NO","GT (Gas Transmission)",0,0,"14566.6864430468","MATERIAL/WELD/EQUIP FAILURE",2009,14567
"2048","CENTERPOINT ENERGY GAS TRANSMISSION","YES","NO","GT (Gas Transmission)",0,0,"75946.2678197065","MATERIAL/WELD/EQUIP FAILURE",2009,75946
"2049","GULF SOUTH PIPELINE COMPANY, LP","NO","NO","GT (Gas Transmission)",0,0,"74100.2022012578","MATERIAL/WELD/EQUIP FAILURE",2009,74100
"2050","SOUTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"294343.990216632","MATERIAL/WELD/EQUIP FAILURE",2009,294344
"2051","CENTERPOINT ENERGY GAS TRANSMISSION","YES","NO","GT (Gas Transmission)",0,0,"294942.502096436","NATURAL FORCE DAMAGE",2009,294943
"2052","NATIONAL FUEL GAS SUPPLY CORP","NO","NO","GT (Gas Transmission)",0,0,"77566.0202655485","CORROSION",2009,77566
"2053","DOMINION EAST OHIO","NO","NO","GT (Gas Transmission)",0,0,"99097.450412831","MATERIAL/WELD/EQUIP FAILURE",2006,99097
"2054","BALTIMORE GAS & ELECTRIC CO","YES","NO","GT (Gas Transmission)",0,0,"195002.158031636","EXCAVATION DAMAGE",2004,195002
"2055","CENTERPOINT ENERGY GAS TRANSMISSION","YES","NO","GT (Gas Transmission)",0,0,"107881.277264077","NATURAL FORCE DAMAGE",2010,107881
"2056","SOUTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"345344.504708062","CORROSION",2010,345345
"2057","CENTERPOINT ENERGY GAS TRANSMISSION","NO","NO","GT (Gas Transmission)",0,0,"87145.4451691411","MATERIAL/WELD/EQUIP FAILURE",2010,87145
"2058","ENTERPRISE PRODUCTS OPERATING LLC","YES","NO","GT (Gas Transmission)",0,0,"116519.417475728","MATERIAL/WELD/EQUIP FAILURE",2010,116519
"2059","ENOGEX LLC","NO","NO","GT (Gas Transmission)",0,0,"6689.07766990291","MATERIAL/WELD/EQUIP FAILURE",2010,6689
"2060","SOUTHERN STAR CENTRAL GAS PIPELINE, INC","YES","NO","GT (Gas Transmission)",0,0,"957321.376260512","MATERIAL/WELD/EQUIP FAILURE",2010,957321
"2061","PACIFIC GAS & ELECTRIC CO","NO","NO","GT (Gas Transmission)",0,0,"65637.6013302848","OTHER OUTSIDE FORCE DAMAGE",2010,65638
"2062","EL PASO NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"118824.346393681","MATERIAL/WELD/EQUIP FAILURE",2010,118824
"2063","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"529404.250467678","ALL OTHER CAUSES",2010,529404
"2064","SOUTHEAST SUPPLY HEADER, LLC","YES","NO","GT (Gas Transmission)",0,0,"669419.676960969","MATERIAL/WELD/EQUIP FAILURE",2010,669420
"2065","GULF SOUTH PIPELINE COMPANY, LP","YES","NO","GT (Gas Transmission)",0,0,"1667895.13792018","CORROSION",2010,1667895
"2066","KM INTERSTATE GAS TRANSMISSION CO","NO","NO","GT (Gas Transmission)",0,0,"57655.7515372337","MATERIAL/WELD/EQUIP FAILURE",2010,57656
"2067","CYPRESS GAS PIPELINE COMPANY","YES","NO","GT (Gas Transmission)",0,0,"648640.526073945","CORROSION",2010,648641
"2068","ONEOK GAS TRANSPORTATION, LLC","YES","NO","GT (Gas Transmission)",0,0,"816129.608795983","CORROSION",2010,816130
"2069","WILLIAMS GAS PIPELINE - TRANSCO","YES","NO","GT (Gas Transmission)",0,0,"306253.004744386","MATERIAL/WELD/EQUIP FAILURE",2010,306253
"2070","TRANSWESTERN PIPELINE COMPANY LLC","NO","NO","GT (Gas Transmission)",0,0,"108603.477452561","NATURAL FORCE DAMAGE",2010,108603
"2071","EAST TENNESSEE NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"142324.153487255","EXCAVATION DAMAGE",2010,142324
"2072","EL PASO NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"127725.795103454","CORROSION",2010,127726
"2073","NORTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"565071.0676181","MATERIAL/WELD/EQUIP FAILURE",2010,565071
"2074","PUBLIC SERVICE CO OF NORTH CAROLINA","YES","NO","GT (Gas Transmission)",0,0,"406406.340142836","NATURAL FORCE DAMAGE",2010,406406
"2075","ENOGEX LLC","NO","NO","GT (Gas Transmission)",0,0,"13769.4736273871","CORROSION",2010,13769
"2076","ENOGEX LLC","YES","YES","GT (Gas Transmission)",0,1,"0","ALL OTHER CAUSES",2010,3333333
"2077","WILLIAMS GAS PIPELINE - TRANSCO","NO","NO","GT (Gas Transmission)",0,0,"68116.0161240523","CORROSION",2010,68116
"2078","CENTERPOINT ENERGY GAS TRANSMISSION","YES","NO","GT (Gas Transmission)",0,0,"127821.943261095","EXCAVATION DAMAGE",2010,127822
"2079","ACADIAN GAS PIPELINE SYSTEM","YES","NO","GT (Gas Transmission)",0,0,"411690.534808983","ALL OTHER CAUSES",2010,411691
"2080","CONSUMERS ENERGY CO","NO","NO","GT (Gas Transmission)",0,0,"60479.5572302955","MATERIAL/WELD/EQUIP FAILURE",2010,60480
"2081","GREAT LAKES GAS TRANSMISSION CO","YES","NO","GT (Gas Transmission)",0,0,"115106.464453427","MATERIAL/WELD/EQUIP FAILURE",2010,115106
"2082","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"483529.421854851","CORROSION",2010,483529
"2083","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"338062.518258118","CORROSION",2010,338063
"2084","ENBRIDGE OFFSHORE (GAS TRANSMISSION) LLC","YES","NO","GG (Gas Gathering)",0,0,"446319.346037499","OTHER OUTSIDE FORCE DAMAGE",2010,446319
"2085","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"513364.695186799","CORROSION",2010,513365
"2086","MISSISSIPPI RIVER TRANSMISSION CORP","NO","NO","GT (Gas Transmission)",0,0,"10424.0888043783","NATURAL FORCE DAMAGE",2010,10424
"2087","FLORIDA GAS TRANSMISSION CO","NO","NO","GT (Gas Transmission)",0,0,"9554.68552447567","INCORRECT OPERATION",2010,9555
"2088","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"2449426.52544936","OTHER OUTSIDE FORCE DAMAGE",2010,2449427
"2089","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"298946.714951376","CORROSION",2010,298947
"2090","ENTERPRISE PRODUCTS OPERATING LLC","YES","YES","GT (Gas Transmission)",1,7,"800288.991506116","EXCAVATION DAMAGE",2010,34133622
"2091","ENTERPRISE PRODUCTS OPERATING LLC","YES","NO","GG (Gas Gathering)",0,0,"298352.733319476","CORROSION",2010,298353
"2092","NORTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"152440.759863622","INCORRECT OPERATION",2010,152441
"2093","GULF SOUTH PIPELINE COMPANY, LP","YES","NO","GT (Gas Transmission)",0,0,"408502.071400896","MATERIAL/WELD/EQUIP FAILURE",2010,408502
"2094","WILLIAMS GAS PIPELINE - TRANSCO","YES","NO","GG (Gas Gathering)",0,0,"125860.015657888","MATERIAL/WELD/EQUIP FAILURE",2010,125860
"2095","TEXAS EASTERN TRANSMISSION LP (SPECTRA ENERGY CORP)","YES","NO","GT (Gas Transmission)",0,0,"1026134.39044019","CORROSION",2010,1026134
"2096","PANHANDLE EASTERN PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"42573.156741327","NATURAL FORCE DAMAGE",2010,42573
"2097","ANR PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"60287.0515182642","CORROSION",2010,60287
"2098","ENBRIDGE PIPELINES (EAST TEXAS) L.P.","YES","NO","GT (Gas Transmission)",0,0,"152915.323113698","ALL OTHER CAUSES",2010,152915
"2099","PUBLIC SERVICE CO OF COLORADO","YES","NO","GT (Gas Transmission)",0,0,"594531.19671142","MATERIAL/WELD/EQUIP FAILURE",2010,594531
"2100","ENOGEX LLC","NO","NO","GT (Gas Transmission)",0,0,"42205.6770921412","MATERIAL/WELD/EQUIP FAILURE",2010,42206
"2101","ENERGY TRANSFER COMPANY","YES","NO","GT (Gas Transmission)",0,0,"136006.259860595","ALL OTHER CAUSES",2010,136006
"2102","ONEOK GAS TRANSPORTATION, LLC","YES","NO","GT (Gas Transmission)",0,0,"151821.322656614","MATERIAL/WELD/EQUIP FAILURE",2010,151821
"2103","ENERGY TRANSFER COMPANY","YES","NO","GT (Gas Transmission)",0,0,"1673147.7053617","ALL OTHER CAUSES",2010,1673148
"2104","GULF SOUTH PIPELINE COMPANY, LP","YES","NO","GT (Gas Transmission)",0,0,"114178.229123994","OTHER OUTSIDE FORCE DAMAGE",2010,114178
"2105","NORTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"110743.493615965","OTHER OUTSIDE FORCE DAMAGE",2010,110743
"2106","THUMS LONG BEACH CO","NO","NO","GG (Gas Gathering)",0,0,"89505.8199958429","EXCAVATION DAMAGE",2010,89506
"2107","SOUTHERN CALIFORNIA GAS CO","YES","NO","GT (Gas Transmission)",0,0,"366649.63281961","EXCAVATION DAMAGE",2010,366650
"2108","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"316618.113071178","NATURAL FORCE DAMAGE",2010,316618
"2109","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"147281.805651692","CORROSION",2010,147282
"2110","CROSSTEX NORTH TEXAS GATHERING, L.P.","NO","NO","GG (Gas Gathering)",0,0,"1193.41093327791","ALL OTHER CAUSES",2010,1193
"2111","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"963254.949514967","CORROSION",2010,963255
"2112","MICHIGAN CONSOLIDATED GAS CO (MICHCON)","YES","NO","GT (Gas Transmission)",0,0,"228431.629992352","CORROSION",2010,228432
"2113","NORTHWEST PIPELINE CORP (WGP)","YES","NO","GT (Gas Transmission)",0,0,"185070.797404007","INCORRECT OPERATION",2010,185071
"2114","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"1137700.26416001","CORROSION",2010,1137700
"2115","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"600096.243337982","MATERIAL/WELD/EQUIP FAILURE",2010,600096
"2116","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"173440.573079896","CORROSION",2010,173441
"2117","TEXAS EASTERN TRANSMISSION LP (SPECTRA ENERGY CORP)","YES","NO","GT (Gas Transmission)",0,0,"497978.82064363","CORROSION",2010,497979
"2118","KINDER MORGAN TEXAS PIPELINE CO","YES","YES","GT (Gas Transmission)",0,1,"12054.0669309612","MATERIAL/WELD/EQUIP FAILURE",2010,3345387
"2119","CENTERPOINT ENERGY GAS TRANSMISSION","NO","NO","GT (Gas Transmission)",0,0,"2423.81215781795","NATURAL FORCE DAMAGE",2010,2424
"2120","NATURAL GAS PIPELINE CO OF AMERICA (KMI)","YES","NO","GT (Gas Transmission)",0,0,"177136.293706978","MATERIAL/WELD/EQUIP FAILURE",2010,177136
"2121","COLUMBIA GAS TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"407775.592223929","CORROSION",2010,407776
"2122","COLUMBIA GAS TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"584820.677694523","INCORRECT OPERATION",2010,584821
"2123","PACIFIC GAS & ELECTRIC CO","YES","YES","GT (Gas Transmission)",8,51,"666204782.639098","MATERIAL/WELD/EQUIP FAILURE",2010,916204783
"2124","ENBRIDGE OFFSHORE (GAS TRANSMISSION) LLC","YES","NO","GG (Gas Gathering)",0,0,"695758.574101019","CORROSION",2010,695759
"2125","TEXAS EASTERN TRANSMISSION LP (SPECTRA ENERGY CORP)","YES","NO","GT (Gas Transmission)",0,0,"359964.416496984","CORROSION",2010,359964
"2126","CENTERPOINT ENERGY GAS TRANSMISSION","NO","NO","GT (Gas Transmission)",0,0,"22257.8118056719","EXCAVATION DAMAGE",2010,22258
"2127","CENTERPOINT ENERGY GAS TRANSMISSION","NO","NO","GT (Gas Transmission)",0,0,"4691.29837871544","OTHER OUTSIDE FORCE DAMAGE",2010,4691
"2128","SOUTHERN NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"44371.1656892679","EXCAVATION DAMAGE",2010,44371
"2129","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"243851.818143292","CORROSION",2010,243852
"2130","EAST TENNESSEE NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"69379.3242508572","MATERIAL/WELD/EQUIP FAILURE",2010,69379
"2131","EAST TENNESSEE NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"72362.8515840519","MATERIAL/WELD/EQUIP FAILURE",2010,72363
"2132","CENTERPOINT ENERGY GAS TRANSMISSION","NO","NO","GT (Gas Transmission)",0,0,"45926.9064088567","OTHER OUTSIDE FORCE DAMAGE",2010,45927
"2133","TEXAS EASTERN TRANSMISSION LP (SPECTRA ENERGY CORP)","YES","NO","GT (Gas Transmission)",0,0,"774292.824312407","CORROSION",2010,774293
"2134","WILLIAMS GAS PIPELINE - TRANSCO","YES","NO","GT (Gas Transmission)",0,0,"710080.121805208","MATERIAL/WELD/EQUIP FAILURE",2010,710080
"2135","PACIFIC GAS & ELECTRIC CO","YES","NO","GT (Gas Transmission)",0,0,"83273.3548562861","EXCAVATION DAMAGE",2010,83273
"2136","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"191737.724833664","CORROSION",2010,191738
"2137","AMEREN ILLINOIS COMPANY","YES","NO","GT (Gas Transmission)",0,0,"226313.171015856","EXCAVATION DAMAGE",2010,226313
"2138","TEXAS EASTERN TRANSMISSION LP (SPECTRA ENERGY CORP)","YES","NO","GT (Gas Transmission)",0,0,"152104.807659631","OTHER OUTSIDE FORCE DAMAGE",2010,152105
"2139","CROSSTEX NORTH TEXAS PIPELINE, L.P.","YES","YES","GT (Gas Transmission)",0,1,"8852.7223030555","MATERIAL/WELD/EQUIP FAILURE",2010,3342186
"2140","PIEDMONT NATURAL GAS CO INC","NO","NO","GT (Gas Transmission)",0,0,"69369.0585107349","OTHER OUTSIDE FORCE DAMAGE",2010,69369
"2141","VIRGINIA NATURAL GAS","NO","NO","GT (Gas Transmission)",0,0,"94089.8766984237","OTHER OUTSIDE FORCE DAMAGE",2010,94090
"2142","GULF SOUTH PIPELINE COMPANY, LP","YES","NO","GT (Gas Transmission)",0,0,"159966.930162068","MATERIAL/WELD/EQUIP FAILURE",2010,159967
"2143","MARKWEST OKLAHOMA GAS COMPANY, LLC","YES","NO","GT (Gas Transmission)",0,0,"155409.94306131","MATERIAL/WELD/EQUIP FAILURE",2010,155410
"2144","POSTROCK KPC PIPELINE, LLC","NO","NO","GT (Gas Transmission)",0,0,"20693.5351873639","EXCAVATION DAMAGE",2010,20694
"2145","SOUTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"277689.248206477","ALL OTHER CAUSES",2010,277689
"2146","ENTERPRISE PRODUCTS OPERATING LLC","YES","NO","GT (Gas Transmission)",0,0,"146995.845911372","EXCAVATION DAMAGE",2010,146996
"2147","EQT MIDSTREAM","YES","NO","GT (Gas Transmission)",0,0,"127526.131226376","MATERIAL/WELD/EQUIP FAILURE",2010,127526
"2148","ANR PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"77769.7045403636","CORROSION",2010,77770
"2149","WILLISTON BASIN INTERSTATE PIPELINE CO","YES","YES","GT (Gas Transmission)",1,0,"39586.5942934174","EXCAVATION DAMAGE",2010,10039587
"2150","PRAXAIR, INC","NO","NO","GT (Gas Transmission)",0,0,"23868.2186655581","ALL OTHER CAUSES",2010,23868
"2151","TARGA MIDSTREAM SERVICES, L.P.","YES","NO","GG (Gas Gathering)",0,0,"207805.628752273","CORROSION",2010,207806
"2152","TRUNKLINE GAS CO","YES","NO","GT (Gas Transmission)",0,0,"188483.48369937","MATERIAL/WELD/EQUIP FAILURE",2010,188483
"2153","ANR PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"86621.289601298","CORROSION",2010,86621
"2154","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"716658.779775515","MATERIAL/WELD/EQUIP FAILURE",2010,716659
"2155","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"107282.739999152","MATERIAL/WELD/EQUIP FAILURE",2010,107283
"2156","NORTHERN ILLINOIS GAS CO","YES","NO","GT (Gas Transmission)",0,0,"2465578.69728454","CORROSION",2010,2465579
"2157","ENBRIDGE OFFSHORE (GAS TRANSMISSION) LLC","YES","NO","GG (Gas Gathering)",0,0,"368467.605588326","CORROSION",2010,368468
"2158","PACIFIC GAS & ELECTRIC CO","NO","NO","GT (Gas Transmission)",0,0,"97859.6965287882","EXCAVATION DAMAGE",2010,97860
"2159","COLORADO INTERSTATE GAS CO","YES","NO","GT (Gas Transmission)",0,0,"134019.515678068","MATERIAL/WELD/EQUIP FAILURE",2010,134020
"2160","CENTERPOINT ENERGY - MISSISSIPPI RIVER GAS TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"185922.621182646","OTHER OUTSIDE FORCE DAMAGE",2010,185923
"2161","TENNESSEE GAS PIPELINE CO (EL PASO)","YES","NO","GT (Gas Transmission)",0,0,"507145.169948318","CORROSION",2010,507145
"2162","COLORADO INTERSTATE GAS CO","YES","NO","GT (Gas Transmission)",0,0,"3021688.55641804","MATERIAL/WELD/EQUIP FAILURE",2010,3021689
"2163","WILLISTON BASIN INTERSTATE PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"555105.212087792","EXCAVATION DAMAGE",2010,555105
"2164","TEXAS GAS SERVICE COMPANY","YES","NO","GT (Gas Transmission)",0,0,"244757.638275352","EXCAVATION DAMAGE",2010,244758
"2165","TEXAS EASTERN TRANSMISSION LP (SPECTRA ENERGY CORP)","YES","NO","GT (Gas Transmission)",0,0,"787452.203784612","CORROSION",2010,787452
"2166","TEXAS GAS TRANSMISSION LLC","YES","NO","GT (Gas Transmission)",0,0,"364149.274518549","MATERIAL/WELD/EQUIP FAILURE",2010,364149
"2167","ENTERPRISE PRODUCTS OPERATING LLC","NO","NO","GT (Gas Transmission)",0,0,"39221.5680661026","OTHER OUTSIDE FORCE DAMAGE",2010,39222
"2168","WILLIAMS GAS PIPELINE - TRANSCO","YES","NO","GG (Gas Gathering)",0,0,"185103.987608293","MATERIAL/WELD/EQUIP FAILURE",2010,185104
"2169","CENTERPOINT ENERGY GAS TRANSMISSION","YES","NO","GT (Gas Transmission)",0,0,"215732.952825543","CORROSION",2010,215733
"2170","TEXAS GAS TRANSMISSION LLC","NO","NO","GT (Gas Transmission)",0,0,"20617.3873847525","NATURAL FORCE DAMAGE",2011,20617
